,comment,label
393,His pillow made me cough so bad. I don't know what is in the fibers.,news
394,MyPillow looks cheaply made. Who would buy that crap.,news
395,Was this ever approved? 😂,news
396,I think that Anderson Pooper would be more comfortable with a my pillow stuffed in his face while his boy toy stuff's him from the other End,news
397,Wow talking over the guest as usual. Someone lost the conversation.,news
398,Pillow guy is a FREAK SHOW!,news
399,The level of petty here is hilarious.,news
400,"Making me have anxiety just like that orange guy did.
😕😕😨😨😨😵😵😵",news
401,"God , I love Anderson.",news
402,"I was laughing so much , as Mike was walking out from the White House after his conversation with trump , he was crossing with a pen something on the paper , that trump gave him....",news
403,Nothing like coming prepared to an interview...😮😮😮,news
404,"This was sad man, so dumb..",news
405,This guy is so transparent he's almost invisible.  Criminal I'd bet on it. He clearly has the same illness that donny has.,news
406,"Haha! I LOVE Anderson Cooper. Love it!  The first My Pillow commercial I ever saw....within seconds I determined I couldn't trust this man. You cannot trust a man that holds a pillow the way he does ...but this right here, comedy.",news
407,"Has Anderson Cooper always been like this.. I feel like everyone who he interviews is on the chopping block immediately... Anderson does not take any prisoners and he's not letting anyone say something crazy without setting them straight.
And who has a hundred friends and family... I need a different life!",news
408,He can take his pillow and go to sleep,news
409,Wow. The my pillow guy is just a modern day snake salesman 🥴,news
410,I got a box full of air that cures everything...,news
411,You probably sleep on a my pillow!!!🤦‍♂️😂🤦‍♂️🙏,news
412,Da’fuq he stuffing in his pillow at night and how much is per gram? I want 7gs,news
413,It's a damn shame with they've done to this man,news
414,This is hilarious. I have no monetary gain. Your on the board of directors.,news
415,The my pillow nigga really out here. I've never seen any other infomercial personality under this much fye,news
416,Each time I see this all I can say is he is high as hell.,news
417,This was painful to watch. Can't believe this is real.,news
418,"He really thought that cross sticking out on his chest would protect him from looking like an abject fool. Tuck it back in, buddy...then go find actual spiritual help!",news
419,"""I'm not a Doctor"", shut up Pillow Guy!",news
420,"Another scam perpetrated by one of Tronald Dump's friends, no surprise there.",news
421,"In the in mortal words of judge Mathis ""sounds like you still have crackish ways"" o that's right, he was a crackhead 🤔🤔🤔🤔🤔",news
422,"OH MY GOD, MY BRAIN IS MELTING - AHHHHHH 😱",news
423,I don’t think the drugs are all out of his system,news
424,Lmfao Anderson had all the receipts 😂😂😂,news
425,The affects of the crack he smoked is starting to show.,news
426,Thank you Anderson.,news
427,It’s time to have real news stations again that report news entertainment stations like this should be banned,news
428,"Epic is Sir , I don’t know who you are 😀😀😀",news
429,Why drag God into this mess? Completely leaving Satan out. 🤣,news
430,"I came here for the A.C zinger ""how do you sleep at night"" & ""your no different than a snake oil salesman"" 👀👀💀💀💀😅😅😅😅😅😅😅😅😅😅😅",news
431,I had no idea the my pillow guy was a nut.,news
432,"This is better than some comedy script, this is so funny and hilarious! Thank you Anderson Cooper! LOL!",news
433,This pillow guy sounds like bunkerboy. Wow.,news
434,not enough ointment on the plant to soothe level of burn here,news
435,"This guy Mike Lindell is agitated because he's lying 🤥 
He's a recovering ""crack addict"". He wrote a book, and if I'm not mistaken, the name of the book is from ""crack head"" to ""CEO"". Go figure...",news
436,I'm So Glad I Never Bought Anything From Him! Never Liked HIM! 🤔🤔🤔,news
437,"SKIP NAVIGATION
SIGN IN
U.S. elections
Joe Biden is the President of the United States.
SHOW ME
States certify results after ensuring ballots are properly counted and correcting irregularities and errors. Learn more
#Trump #BorisEpshteyn #MSNBC
Watch Trump Aide Fact-Checked With Insurrection Evidence On Live TV | The Beat With Ari Melber
1,195,904 views•Jan 25, 2021
20K
1.2K
SHARE
SAVE
MSNBC
4.13M subscribers
SUBSCRIBE
As Trump’s impeachment trial looms, Trump surrogate and 2020 campaign advisor Boris Epshteyn claims the evidence against the former president is “absolute nonsense.” MSNBC’s Chief Legal Correspondent Ari Melber fact-checks Epshteyn’s assertions in real time with documented and recorded evidence.(This interview is from MSNBC’s “The Beat with Ari Melber, a news show covering politics, law and culture airing nightly at 6pm ET on MSNBC. 
SHOW MORE
TurboTax
Ad
turbotax.intuit.com
VISIT SITE
4:57
Former Republican Voter After Capitol Riot: I Want No Association With This Party Anymore | NBC News
NBC News
137K views
7 hours ago
New
42k Benefit Pending
Pending: Veterans Your $42k Benefit May Now Be Available.
Ad
yourvasurveytoday.com
VISIT SITE
Watch Joe Arpaio Learn His Pardon Was An Admission Of Guilt | The Beat With Ari Melber | MSNBC
MSNBC
2.6M views
3 years ago
Corrupt Kentucky sheriff brought down by reporters
CBS News
5.7M views
8 years ago
Video posted by Greene shows part of mask altercation with Bush
CNN
110K views
2 hours ago
New
Politico Reporter Shares Her Experience Covering An Anti-Liz Cheney Rally | Deadline | MSNBC
MSNBC
34K views
3 hours ago
New
Former Judge Tracie Hunter dragged out of the courtroom, ordered to serve six months in jail
WLWT
16M views
1 year ago
Ocasio-Cortez tweets at Ted Cruz: You almost had me murdered
CNN
990K views
13 hours ago
New
Questions Surround Trump's Financial Future | Morning Joe | MSNBC
MSNBC
688K views
3 days ago
New
4:44
Trump supporter asked how he'd feel if he found out Trump was lying to him
CNN
3.6M views
2 weeks ago
5:25
'Blame Trump' defense emerges among Capitol riot suspects
CNN
354K views
8 hours ago
New
6:52
What Lindsey Graham Did During US Capitol Siege
The Young Turks
542K views
2 weeks ago
10:48
Keilar calls out Dr. Birx's post-Trump reputation rehab tour
CNN
1.4M views
4 days ago
New
7:02
Ted Cruz EXPELLED From Congress?!
The Damage Report
835K views
1 week ago
5:00
What Happens After Conor McGregor's Loss to Dustin Poirier?
PowerfulJRE
880K views
9 hours ago
New
9:24
Hallie Jackson To Gaetz: ‘Why Do You Think The Rules Do Not Apply To You?’ | Hallie Jackson | MSNBC
MSNBC
1.5M views
1 year ago
12:05
Ron Perlman Talks President Donald Trump Speech Patterns | AM Joy | MSNBC
MSNBC
5.2M views
3 years ago
1:41
Pelosi Moves Rep. Bush's Office After Incident With Rep. Greene | Ayman Mohyeldin | MSNBC
MSNBC
266K views
6 hours ago
New
5:05
Trump Jr Doesn't Want You To Know THIS (CRINGE ALERT)
TYT Sports
1.3M views
9 months ago
8:18
Ted Cruz tries 'gotcha' question on Buttigieg at hearing… and fails MISERABLY
Brian Tyler Cohen
2.7M views
6 days ago
New
11:10
Donald Trump: The 100 Most Humiliating Moments of His Presidency
David Pakman Show
426K views
1 week ago
SHOW MORE
6,991 Comments
SORT BY
Add a public comment...
Fer nando
4 days ago
The only condition to be a Trump follower is:  Be  As Stupid as Him
929
REPLY
View 66 replies
John Walck
1 day ago
An attorney AND a trumpster....wow, this guy’s the whole package 😂😂😂😂😂😂
14
REPLY
Elliot
3 days ago
“Trial by combat” 

So peaceful lol.
99
REPLY
View 3 replies
Judith Matthews
3 days ago
This kind of weasel makes my skin crawl.
100
REPLY
View 6 replies
ethiopianeyes
3 days ago
He was impeached before his term. The trial is still validated
157
REPLY
View 7 replies
Liam McEvoy
4 days ago
His lawyers love to flap their gums, but when its a trial they chicken out. Because they know their license is at stake inside the courtroom.
1.9K
REPLY
View 158 replies
LightsCameraJake
3 days ago (edited)
""Here is the facts to show you are wrong"" - Everybody else with more than a brain cell

""But I'm not wrong though"" - Trumplicans
177
REPLY
View 33 replies
Shaggy Dawg
3 days ago
Straight out of Nazi propaganda playbook:
“If you tell a lie big enough and keep repeating it, people will eventually come to believe it.” - Joseph Goebbels
182
REPLY
View 17 replies
Landup Skydown
3 days ago
These lunatics will go to no end to hold their grip on power.
178
REPLY
View 3 replies
Jay Rod
3 days ago
This man is talking like he's eating like he has something in his mouth LOL
38
REPLY
View reply
irishgrl
4 days ago
Liars repeat their lies so often they believe them to be true.  Disgusting.
949
REPLY
View 52 replies
dead comms
3 days ago
He said go home in peace AFTER they had got it.
44
REPLY
View reply
Brent Eason
3 days ago
I wouldn’t want Boris representing me in court for many reasons.
265
REPLY
View 12 replies
I3orrovv
1 day ago
This guy is in DENIAL and I'm not talking about a river in Egypt.
3
REPLY
Rose Water
2 days ago (edited)
Boris: “It’s to remove or banned....” um... isn’t that what we are trying to do is banned. If this attorney so believes in Trump he should go defend him. I hear he needs an attorney, no one will represent him. Oh wait, Trump doesn’t even want this guy to represent him.
6
REPLY
Mr. C
3 days ago (edited)
They will never see these as criminal actions, when they are willing participants!
104
REPLY
View 4 replies
Ray Mak
3 days ago
That was certainly very ""pissful""
17
REPLY
GoudaGoFast
3 days ago
When you eat from a bowl of stupid and end up dumb can you really be surprised.
55
REPLY
View 3 replies
Sergio Elgueda
3 days ago
All these people wrote a new constitution and it begins like this: ""We the traitors ...""
22
REPLY
View reply
M D
4 days ago
I can’t watch this. It makes me sick to my stomach how these people continue to lie.
71
REPLY
View 2 replies
Ernesto Xavier
3 days ago (edited)
Get rid of this lieing republican enabler demand his resignation !
174
REPLY
View 3 replies
Tulkas219
3 days ago
This guy is proof that you don't have to be intelligent to be a lawyer or get a degree.
86
REPLY
View 7 replies
M X
2 days ago
You can’t yell, “Fire!!!” in a theater and then follow it up with, “but go slowly and peacefully”.
98
REPLY
View 4 replies
Annette Curtain
3 days ago
We now know why he's pardoned his rich cronies, to pay for his lawsuits 😆😆😆😆😉😉😉😉😂😂😂😂😂😨😨😨
53
REPLY
View 2 replies
AM KEEZ
3 days ago
This is not ""the other side of the argument,"" it is simply lying.
47
REPLY
View 2 replies
J P
3 days ago
The ""You've done this before, you know how these interviews go"" bit was hilarious.
17
REPLY
Patricia Sumerlin
3 days ago
“Allegedly” is NOT EVIDENCE!  As in, this guy allegedly knows what he’s talking about. He could at least cite the factual evidence of his lie.  But he does not.  QED.
6
REPLY
Yours Truly
3 days ago (edited)
Well, they did march ""relatively peacefully to the Capitol"", but, they fought as directed, in the Capitol
44
REPLY
View reply
Chik Weid
2 days ago
When are they going to pick up Mitch, Lindsay, Cruz, Hawley, Jordan & the rest?    
Charge them all ...or charge no-one.
9
REPLY
T McAuliffe
4 days ago
BTW, the reason there's never been an impeachment of a President like this before is because: no other President ever committed these same crimes before!  DUH!
185
REPLY
View 9 replies
Andrew Cutler
3 days ago
Boris talks like he’s got a mouthful of sponge cake.
25
REPLY
View 4 replies
Guadalupe Rincon
3 days ago
The way he laughs is when a lier is cornered with the truth!!
75
REPLY
View reply
taur 611
3 days ago (edited)
I think we all know who's the better lawyer ... it ain't ""boris""
85
REPLY
View 2 replies
Cezere Lecrucio
3 days ago
""You didn't play the peace part. That was a disgusting lie what you played.""

How can this fool say this on live TV.
33
REPLY
View 3 replies
TheMilpitasguy
4 days ago
""Hey Brad, find me 11,000 votes.. that's all I ask"" -- all on tape, LOL
134
REPLY
View reply
screaminone
1 day ago
In December, promoting the January 6 rally: ""it's going to be wild."" 
At the rally: ""be peaceful""... <<< a ruse, to consciously deflect with legally acceptable language, from the December statement.
1
REPLY
Tim van Emmerloot
3 days ago
“You lied in that clip” IT WAS TRUMP SPEAKING MY DUDE WHAT
36
REPLY
View 4 replies
Trevor McElhaney
3 days ago
Someone should ""take care"" of this guy.... I'm just saying he needs a cookie.
20
REPLY
View 3 replies
mychloebaby1
2 days ago
He was still in office when crimes were committed.
3
REPLY
3LD
4 days ago
First we couldn't indict Trump because he was a sitting president, now we can't impeach him because he is out of office.  Now isn't that convenient?
3.1K
REPLY
View 228 replies
Le Thanh Hiep
3 days ago (edited)
The crook: ""You only show only parts of what he said.""
Meanwhile he only focus on THREE WORDS Trump said and claim it's enough to prove him not guilty.
65
REPLY
View reply
pip finley
3 days ago
Then there was the guy who said 'STAND BY""
39
REPLY
View reply
Robert Lugg
3 days ago
Ari is amazing. He gave the Aid time to express his position and even let the Aid have the last word.
12
REPLY
Yo Nosotros
3 days ago
Thanks for keeping that unethical attorney on check with factual evidence. The reporter has done a very professional job. Well done.
24
REPLY
john hopkins
3 days ago (edited)
""There is no precedent, therefore, it cannot be done"": (aka ""flat-earth mentality""); original sin is Precedent.
5
REPLY
Mário Fialho
4 days ago
He was there, lock him up too. Still lies and lies.
181
REPLY
View 5 replies
Spencer C
3 days ago
""It's not consitutional to convict a former official""
""The constitution says you can and we have historical precedent that you can""
""Well, I just think that you can't""
Read more
16
REPLY
View 4 replies
Martin Whalley
3 days ago
It was the day after that trump threw his maga's under the bus.
36
REPLY
View 4 replies
Yohannes Chane
3 days ago
Nixon was smarter - resigned, cutting his term short 
to avoid impeachment. The double dope makes sure it extends even after end of term!
20
REPLY
View 2 replies
bpalpha
3 days ago
""In the good old days this doesn't happen because they used to treat them very, very rough."" - the President who ""doesn't incite violence""
48
REPLY
Eva Masters
3 days ago
""All this evidence is absolutely nonsense!"" ???  The guy forgot we watched it all on TV real time on Jan 6.  Including the lame attempt to disown the violence, while also declaring love for the ""special"" rioters.
120
REPLY
View reply
Jachelle Yan
3 days ago
While ppl were screaming “TAKE THE CAPITAL” 
This dude is a joke
270
REPLY
View 15 replies
Eleonora & Cristina Trisatya Yoga
3 days ago (edited)
I love the point by point fact check... should do all interviews this way
7
REPLY
Juan Maldonado
4 hours ago
INSURRECTION , A JOKE? GUARANTEED YOU WON'T GET PAID EITHER WHEN HE'S CONVICTED 😂😂😂
1
REPLY
Rochelle Starr
2 days ago
Trump said after his mob killed 5 people
""We love you""
He never ever said""We love you"" to the victims of Covid..never.
10
REPLY
View reply
Igor Monzon
4 days ago
Rudy Giuliani, January 6th: Let's have trial by combat!
215
REPLY
View 9 replies
VotingInNH
3 days ago
Why invite these guys? Who's really interested in their opinion?
7
REPLY
Sylar 1671
13 hours ago
“You didn’t play the part where he said go peacefully”

That’s because he also said “we need to fight and we can’t take back our country with weakness. And I feel like that’s what we are talking about”.
REPLY
Fraser Mitchell
3 days ago
Can we see more of this? Most interviewers just let some sleeze pontificate and not call them on the facts.
8
REPLY
Caz Evans
3 days ago
And how many times has Trump called EVERYTHING  a fraud?look it up.sad.
45
REPLY
Atheist Edge
4 days ago
When the facts are against you, attack the process. Classic misdirection.
460
REPLY
View 8 replies
Stealth Attack
2 days ago
Agent Orange said ""Proud boys, stand down and stand by"".

Yeah he never condones / encourages violence.
2
REPLY
Proctor’s Gamble
3 days ago
Can’t argue falsities with Ari. 
He’s a great lawyer and newsman.
65
REPLY
View reply
Eureka Garlic
2 days ago
An attorney who doesn't understand the definition of the word ""vector"" and uses it inappropriately instead of the word ""factor"" or ""element.""
2
REPLY
Marco B
10 hours ago
Charges were brought when General Bonespurs was still being the ""General,"" You have a JD Boris baby and it was that easy to walk through your argument.
REPLY
xiamengbaby
1 day ago
He was rightfully discussing fraud that did not exist? 🤔 Sounds like incitement to me.
1
REPLY
Arun Benny
3 days ago
FACT: No one was ever convicted of crimes for using the internet, before the internet was invented. I rest my case your honor.
2
REPLY
reverse_halo
1 day ago
""Capitol rioter Garret Miller said he was following Trump's orders...""
REPLY
Caryn Schwengel
8 hours ago
They all keep pointing out Trump used the word “peacefully”, but ignore the fact he said “fight” 20x, about taking the country back, called Biden an illegitimate president, and on and on.
REPLY
Dan Schulte
4 days ago
They attacked the capitol, they lied to get there, and people died.
210
REPLY
View 5 replies
Samariterstrasse
3 days ago
The only real voter fraud is the one done by Republicans: voter suppression, gerrymandering, manipulating voter rolls.
2
REPLY
Rudofaux
1 day ago
Plays Trump's own words.

""That is not truthful!""
REPLY
gfs videos
17 hours ago
""And after this, we’re going to walk down and I’ll be there with you."" Find it interesting that Trump told his supporters he'd be joining them at the Capitol.
REPLY
theboringbox
7 hours ago
here are the facts, he says, then shows a list of out-of-context hype. typical MSM clown show 🤣🤣🤣
REPLY
Suzuki Beane
4 days ago
Ari Melber..... So refreshing to have someone finally fact checking   Trump's  sycophants.in real time.
133
REPLY
View 5 replies
Tracy Bourn
12 hours ago
MSNBC lies like Biden...he’s doing everything he said he wouldn’t do
REPLY
A E
2 days ago
""You think this is funny, Boris? Smiling with that smug smirk is childish and foolish. Trump said go fight and his people went and stormed the capitol and people's lives were threatened and you smile like a jerk?"" Shut up!
1
REPLY
once upon a dime
2 days ago
saying peacefully and pathetically one time doesn't cancel out ""fight"" ""stop the steal"" ""save your country"" ""trial by combat"" etc dozens and dozens and dozens of times.
1
REPLY
Keir Mac Donald
2 days ago
""Boris"" kept saying ""disputing an election result isn't a crime, nor an impeachable offense"".

trump is being impeached for inciting the attack on The Capitol.  NOT disputing the election.
Read more
2
REPLY
- Nemo -
4 days ago
Stop giving sunlight to these people. They don’t deserve it.
130
REPLY
View 2 replies
Rico M
3 days ago (edited)
As we say in the UK , Boris, “ WHAT A LOAD OF COBBLERS “
Why does he deny what he’s just seen on Video.???
Obviously suffering from NPD !!
1
REPLY
Where’s The Wall?
2 days ago
When Donny told them they were special he forgot to add Ed. Don’t take it the wrong way.
REPLY
Kristopher Watts
3 days ago
Ari's face when this guy is talking.. 'oh this is going to feel good'
15
REPLY
Barrie Barrett
3 days ago
It didn’t start before the rally was over. I was watching love. He said he was going to lead the March to congress and so the crowd walked talking about how proud they were to be following trump to the capital to get their govt back. When they got there they waited a short bit thinking trump was going to come out and speak. When he didn’t show things started to p up
8
REPLY
Rebecca
4 days ago
It's not voter fraud, people got woke.  Mothers and father's got their children to vote.  Yes, we voted. Trump needed to be gone.
68
REPLY
View 7 replies
Willie Vickers
2 days ago
Then there's that thing the State Attorney in New York wants to talk about that tax thing..
1
REPLY
Las Vegas Free Press
6 hours ago
It’s really embarrassing that he went to my law school.
REPLY
A Random Internet User
5 hours ago
""We can both count."" Are you sure the trumpster can?
REPLY
Robert Clifton
1 day ago
"" Your a lawyer so you know whats going on "" "" I disagree with with what your saying "" "" Oh ...... your wrong ""
REPLY
Joxman2k
4 days ago
Its not about removing him from office, It is about convicting him for crimes he committed while in office.
128
REPLY
View 11 replies
soren1850
1 day ago
Good lord. Even when faced with the actual empirical evidence, he still doubles down. Pathetic.
REPLY
Johnny M
1 day ago
lol I love how this trump cult member clutches his pearls after the clip of dump speaking to the domestic terrorist. smh
REPLY
Jack Dewald
3 days ago
I guarantee this guy had a childish breakdown right after the interview ended.
1
REPLY
JNSCAN
2 days ago
I love how on his 3rd “vector” Boris starts to become animated and use his hands...  I am not a psychologist, but I do work in enterprise sales so I am a student of human nature, and IMO when you start throwing your hands around for emphasis it is a Tell that you know what you are saying is false
1
REPLY
View reply
ZO13RILLA
20 hours ago
This guy is gonna make a fool of himself you can already hear him tripping on his own words in the first paragraph lmao 😂
REPLY
Teena
3 days ago
He was still President when he was impeached by the house.
1
REPLY
G. 97 Hughey
2 days ago
Mitch's statement felt incomplete. He should've been instructed to raise his right hand on that last line!
REPLY
RE H
3 days ago
Oh, ""Boris,"" this is what stupid looks like.
2
REPLY
dangboodang
4 days ago
This guy's voice sounds like he got Trump undies stuck in his throat
1.6K
REPLY
View 98 replies
Rea Ality
12 hours ago
Just as every person who committed a crime during all protests, every person who committed a crime at the Capitol building on January 6th, 20201, should be held accountable.  The motivation for the protest in the first place was the loss of faith and confidence in the U.S. election system.  The true people behind this loss of confidence are those who deny an open forensic investigation of all mail-in ballots and vote-counting computers.
1
REPLY",news
438,,news
439,"As Trump’s impeachment trial looms, Trump surrogate and 2020 campaign advisor Boris Epshteyn claims the evidence against the former president is “absolute nonsense.” MSNBC’s Chief Legal Correspondent Ari Melber fact-checks Epshteyn’s assertions in real time with documented and recorded evidence.(This interview is from MSNBC’s “The Beat with Ari Melber, a news show covering politics, law and culture airing nightly at 6pm ET on MSNBC. ",news
440,The only condition to be a Trump follower is:  Be  As Stupid as Him,news
441,"An attorney AND a trumpster....wow, this guy’s the whole package 😂😂😂😂😂😂",news
442,"“Trial by combat” 

So peaceful lol.",news
443,This kind of weasel makes my skin crawl.,news
444,He was impeached before his term. The trial is still validated,news
445,"His lawyers love to flap their gums, but when its a trial they chicken out. Because they know their license is at stake inside the courtroom.",news
446,"""Here is the facts to show you are wrong"" - Everybody else with more than a brain cell

""But I'm not wrong though"" - Trumplicans",news
447,"Straight out of Nazi propaganda playbook:
“If you tell a lie big enough and keep repeating it, people will eventually come to believe it.” - Joseph Goebbels",news
448,These lunatics will go to no end to hold their grip on power.,news
449,This man is talking like he's eating like he has something in his mouth LOL,news
450,Liars repeat their lies so often they believe them to be true.  Disgusting.,news
451,He said go home in peace AFTER they had got it.,news
452,I wouldn’t want Boris representing me in court for many reasons.,news
453,This guy is in DENIAL and I'm not talking about a river in Egypt.,news
454,"Boris: “It’s to remove or banned....” um... isn’t that what we are trying to do is banned. If this attorney so believes in Trump he should go defend him. I hear he needs an attorney, no one will represent him. Oh wait, Trump doesn’t even want this guy to represent him.",news
455,"They will never see these as criminal actions, when they are willing participants!",news
456,"That was certainly very ""pissful""",news
457,When you eat from a bowl of stupid and end up dumb can you really be surprised.,news
458,"All these people wrote a new constitution and it begins like this: ""We the traitors ...""",news
459,I can’t watch this. It makes me sick to my stomach how these people continue to lie.,news
460,Get rid of this lieing republican enabler demand his resignation !,news
461,This guy is proof that you don't have to be intelligent to be a lawyer or get a degree.,news
462,"You can’t yell, “Fire!!!” in a theater and then follow it up with, “but go slowly and peacefully”.",news
463,"We now know why he's pardoned his rich cronies, to pay for his lawsuits 😆😆😆😆😉😉😉😉😂😂😂😂😂😨😨😨",news
464,"This is not ""the other side of the argument,"" it is simply lying.",news
465,"The ""You've done this before, you know how these interviews go"" bit was hilarious.",news
466,"“Allegedly” is NOT EVIDENCE!  As in, this guy allegedly knows what he’s talking about. He could at least cite the factual evidence of his lie.  But he does not.  QED.",news
467,"Well, they did march ""relatively peacefully to the Capitol"", but, they fought as directed, in the Capitol",news
468,"When are they going to pick up Mitch, Lindsay, Cruz, Hawley, Jordan & the rest?    
Charge them all ...or charge no-one.",news
469,"BTW, the reason there's never been an impeachment of a President like this before is because: no other President ever committed these same crimes before!  DUH!",news
470,Boris talks like he’s got a mouthful of sponge cake.,news
471,The way he laughs is when a lier is cornered with the truth!!,news
472,"I think we all know who's the better lawyer ... it ain't ""boris""",news
473,"""You didn't play the peace part. That was a disgusting lie what you played.""

How can this fool say this on live TV.",news
474,"""Hey Brad, find me 11,000 votes.. that's all I ask"" -- all on tape, LOL",news
475,"In December, promoting the January 6 rally: ""it's going to be wild."" 
At the rally: ""be peaceful""... <<< a ruse, to consciously deflect with legally acceptable language, from the December statement.",news
476,“You lied in that clip” IT WAS TRUMP SPEAKING MY DUDE WHAT,news
477,"Someone should ""take care"" of this guy.... I'm just saying he needs a cookie.",news
478,He was still in office when crimes were committed.,news
479,"First we couldn't indict Trump because he was a sitting president, now we can't impeach him because he is out of office.  Now isn't that convenient?",news
480,"The crook: ""You only show only parts of what he said.""
Meanwhile he only focus on THREE WORDS Trump said and claim it's enough to prove him not guilty.",news
481,"Then there was the guy who said 'STAND BY""",news
482,Ari is amazing. He gave the Aid time to express his position and even let the Aid have the last word.,news
483,Thanks for keeping that unethical attorney on check with factual evidence. The reporter has done a very professional job. Well done.,news
484,"""There is no precedent, therefore, it cannot be done"": (aka ""flat-earth mentality""); original sin is Precedent.",news
485,"He was there, lock him up too. Still lies and lies.",news
486,"""It's not consitutional to convict a former official""
""The constitution says you can and we have historical precedent that you can""
""Well, I just think that you can't""",news
487,It was the day after that trump threw his maga's under the bus.,news
488,"Nixon was smarter - resigned, cutting his term short 
to avoid impeachment. The double dope makes sure it extends even after end of term!",news
489,"""In the good old days this doesn't happen because they used to treat them very, very rough."" - the President who ""doesn't incite violence""",news
490,"""All this evidence is absolutely nonsense!"" ???  The guy forgot we watched it all on TV real time on Jan 6.  Including the lame attempt to disown the violence, while also declaring love for the ""special"" rioters.",news
491,"While ppl were screaming “TAKE THE CAPITAL” 
This dude is a joke",news
492,I love the point by point fact check... should do all interviews this way,news
493,"INSURRECTION , A JOKE? GUARANTEED YOU WON'T GET PAID EITHER WHEN HE'S CONVICTED 😂😂😂",news
494,"Trump said after his mob killed 5 people
""We love you""
He never ever said""We love you"" to the victims of Covid..never.",news
495,"Rudy Giuliani, January 6th: Let's have trial by combat!",news
496,Why invite these guys? Who's really interested in their opinion?,news
497,"“You didn’t play the part where he said go peacefully”

That’s because he also said “we need to fight and we can’t take back our country with weakness. And I feel like that’s what we are talking about”.",news
498,Can we see more of this? Most interviewers just let some sleeze pontificate and not call them on the facts.,news
499,And how many times has Trump called EVERYTHING  a fraud?look it up.sad.,news
500,"When the facts are against you, attack the process. Classic misdirection.",news
501,"Agent Orange said ""Proud boys, stand down and stand by"".

Yeah he never condones / encourages violence.",news
502,"Can’t argue falsities with Ari. 
He’s a great lawyer and newsman.",news
503,"An attorney who doesn't understand the definition of the word ""vector"" and uses it inappropriately instead of the word ""factor"" or ""element.""",news
504,"Charges were brought when General Bonespurs was still being the ""General,"" You have a JD Boris baby and it was that easy to walk through your argument.",news
505,He was rightfully discussing fraud that did not exist? 🤔 Sounds like incitement to me.,news
506,"FACT: No one was ever convicted of crimes for using the internet, before the internet was invented. I rest my case your honor.",news
507,"""Capitol rioter Garret Miller said he was following Trump's orders...""",news
508,"They all keep pointing out Trump used the word “peacefully”, but ignore the fact he said “fight” 20x, about taking the country back, called Biden an illegitimate president, and on and on.",news
509,"They attacked the capitol, they lied to get there, and people died.",news
510,"The only real voter fraud is the one done by Republicans: voter suppression, gerrymandering, manipulating voter rolls.",news
511,"Plays Trump's own words.

""That is not truthful!""",news
512,"""And after this, we’re going to walk down and I’ll be there with you."" Find it interesting that Trump told his supporters he'd be joining them at the Capitol.",news
513,"here are the facts, he says, then shows a list of out-of-context hype. typical MSM clown show 🤣🤣🤣",news
514,Ari Melber..... So refreshing to have someone finally fact checking   Trump's  sycophants.in real time.,news
515,MSNBC lies like Biden...he’s doing everything he said he wouldn’t do,news
516,"""You think this is funny, Boris? Smiling with that smug smirk is childish and foolish. Trump said go fight and his people went and stormed the capitol and people's lives were threatened and you smile like a jerk?"" Shut up!",news
517,"saying peacefully and pathetically one time doesn't cancel out ""fight"" ""stop the steal"" ""save your country"" ""trial by combat"" etc dozens and dozens and dozens of times.",news
518,"""Boris"" kept saying ""disputing an election result isn't a crime, nor an impeachable offense"".

trump is being impeached for inciting the attack on The Capitol.  NOT disputing the election.",news
519,Stop giving sunlight to these people. They don’t deserve it.,news
520,"As we say in the UK , Boris, “ WHAT A LOAD OF COBBLERS “
Why does he deny what he’s just seen on Video.???
Obviously suffering from NPD !!",news
521,When Donny told them they were special he forgot to add Ed. Don’t take it the wrong way.,news
522,Ari's face when this guy is talking.. 'oh this is going to feel good',news
523,It didn’t start before the rally was over. I was watching love. He said he was going to lead the March to congress and so the crowd walked talking about how proud they were to be following trump to the capital to get their govt back. When they got there they waited a short bit thinking trump was going to come out and speak. When he didn’t show things started to p up,news
524,"It's not voter fraud, people got woke.  Mothers and father's got their children to vote.  Yes, we voted. Trump needed to be gone.",news
525,Then there's that thing the State Attorney in New York wants to talk about that tax thing..,news
526,It’s really embarrassing that he went to my law school.,news
527,"""We can both count."" Are you sure the trumpster can?",news
528,""" Your a lawyer so you know whats going on "" "" I disagree with with what your saying "" "" Oh ...... your wrong """,news
529,"Its not about removing him from office, It is about convicting him for crimes he committed while in office.",news
530,"Good lord. Even when faced with the actual empirical evidence, he still doubles down. Pathetic.",news
531,lol I love how this trump cult member clutches his pearls after the clip of dump speaking to the domestic terrorist. smh,news
532,I guarantee this guy had a childish breakdown right after the interview ended.,news
533,"I love how on his 3rd “vector” Boris starts to become animated and use his hands...  I am not a psychologist, but I do work in enterprise sales so I am a student of human nature, and IMO when you start throwing your hands around for emphasis it is a Tell that you know what you are saying is false",news
534,This guy is gonna make a fool of himself you can already hear him tripping on his own words in the first paragraph lmao 😂,news
535,He was still President when he was impeached by the house.,news
536,Mitch's statement felt incomplete. He should've been instructed to raise his right hand on that last line!,news
537,"Oh, ""Boris,"" this is what stupid looks like.",news
538,This guy's voice sounds like he got Trump undies stuck in his throat,news
