,Unnamed: 0,comment,label
42,42,"Just imagine if you had invested more about the same time Elon Musk invested in stock, probably he might have still been the richest man in the world today,but do you know how much could be made by you equally? That's why i am still of the opinion that investing remains one of best ways to be financially big.",finance
43,43,23:51 BRU!,finance
44,44,"As an 18 year old, I found this video really inspiring as you laid out the complete timeline of your business ventures. Keep up the great content Graham!",finance
45,45,"""I also invested a FOGHORN into Party Horn! """,finance
46,46,"all i hear is ""the sound of silence"" while watching this",finance
47,47,"""I love The location"" but now im moving house",finance
48,48,SPOILER ALERT: $13M portfolio is made up off Smashed Like Buttons.,finance
49,49,I want to get to a point in my life where I can make my own coffee company instead of buying coffee,finance
50,50,"""Shut up and take my money""",finance
51,51,I'd love to see how you negotiate deals. That's the real special saucalito.,finance
52,52,Damn graham followed his heart when it came to a purchase. Soon he’ll start getting starbucks 😂,finance
53,53,“bruh coffee”,finance
54,54,I’ve figured it out! Your voice reminds me of Phineas from the show Phineas and Ferb,finance
55,55,I even use your coffee advice to start my entire YouTube channel 😂,finance
56,56,"Wow Graham, proud of you. I remember watching your first random iPhone video while hosting an empty open house. Congratulations!",finance
57,57,"Graham: ""I sold my car for an extra 10k, but then the bank said I needed 15k more, so I put it together""

... Bro... Do you have any organs left?",finance
58,58,"Wish you could have been my landlord, everyone in NY is raising prices.",finance
59,59,Is see you took Kevin o Leary’s advice if diversifying your assets :),finance
60,60,"Thanks for the Transparancy Big Dude, This was definitely Inspiring ...",finance
61,61,Thanks for sharing Graham! Really inspiring. Quick question: Do you hold those properties in a trust or an LLC or as a sole proprietor? That would make an interesting video,finance
62,62,"Graham, there's a coffee company called Bru that already exists",finance
63,63,Still waiting on your dad to launch his YouTube channel.  😍🤣,finance
64,64,"But where did you get the inspiration from, how was that one person you look up to at 21",finance
65,65,I made 20cents by selling my iced coffee.,finance
66,66,"Stephen ""How I gain $100K by explaining how I doubled my net worth"" Graham",finance
67,67,"Good stuff appreciate this content, helps a lot!",finance
68,68,This is SO helpful. Thank you so much!,finance
69,69,"I've always wanted to invest in stocks then real estate, but the stock market downtrend earlier this year threw me off, regardless,  I read about investors that pulled off 7figures in profit and I'd love tips and clues on how to make better profit in 2021.",finance
70,70,I’m pretty sure last time I watched your portfolio reveal it was $11 million! Congratulations on the gains bro and thanks for your advice always!!,finance
71,71,I really appreciate Graham’s transparency about his whole journey !,finance
72,72,"that's hyperinflation for you. Still, pretty cool!",finance
73,73,You showing your exact numbers earns my respect,finance
74,74,"Knowledge over money. Thank you Graham. I've found my niche. Thanks to God, you,and Andrei Jikh.",finance
75,75,"i like the video before even watching, love this guy",finance
76,76,"Wow Graham, you've come a long way! Kudos to you - well deserved.",finance
77,77,Respect for getting financially naked on YouTube. Thanks I can see better! Happy 2021 to you!,finance
78,78,Thanks for teaching us that much Graham ! You're inspiring a lot of people :D,finance
79,79,And here I thought the $1000 in my bank account was a lot,finance
80,80,"I would say this is a great way to start my morning, but I nearly spat coffee all over my screen at around 1:04. Other than that, lead by example Graham!",finance
81,81,I found this video absolutely fascinating!  Thank you for all the detail and WOW.,finance
82,82,I hope you would be able to transfer some of those appreciated stocks to a donor advised fund (DAF) and donate to charity!,finance
83,83,Great! Love these videos they are very informative and helpful.,finance
84,84,This inspired me to make a video about my entire $13 investment portfolio,finance
85,85,When will Graham Stephan  call The Dave Ramsey show? Would love to see (hear) that!,finance
86,86,"You are my inspiration. Am saving every cent, and I have made some good money which goes back to my investment",finance
87,87,You revealed exactly how much you make by saying that the house in Vegas will pay for itself in 3 years with tax savings 😅,finance
88,88,Very inspiring! I would need to add this in my next vids. 👍,finance
89,89,"Gotta love Graham's consistent hustle, all without a college degree!",finance
90,90,"Inspiring man, one day!",finance
91,91,Thanks Graham. Very interesting. And inspiring. I'm really interested to hear about your stock picks and weightings during this year (and before). Sounds like you had a good eye. Glad you're here on YouTube sharing.,finance
92,92,"Love you videos, great stuff, keep it up!  Are you at all concerned about water shortages in Las Vegas in future years?",finance
93,93,Over here 19 years old just sitting here like 🙂. I'm growing my investments and house hacking. Always enjoy your videos I have learned so much!,finance
94,94,Great job mr Graham. Once you start selling and cashing you real estate investments you will see how happy is tax man especially in California.,finance
95,95,"Graham, it is time to start spending money",finance
96,96,How do i invest in graham stephen himself?? I spend enough time on his channels I should be earning some kind of dividend or interest.,finance
97,97,"I love these videos I acctually have learned so much from u and i wanna be a billionaire by 25 
Lol I am 12 years old btw",finance
98,98,"I got 2 free stocks from Webull, SWN... now waiting on my other 2 stocks after the deposit... thanks Graham.",finance
99,99,"A lot of ad revenue, you finally got there Graham",finance
100,100,"Bru Coffee, love it!",finance
101,101,Always appreciate your honesty Graham. Damn I wish I was an agent in the US. It's amazing how the financial system allows you to work.,finance
102,102,When you relize uou could give 1 dollar to all ur subs and still have 10 million left of your investments portfolio,finance
103,103,"I refused to buy coffee today and my dumb brain lost my stuff, so I lost 50$ worth of stuff and saved 3$ on coffee.",finance
104,104,"Hey Graham, I've noticed that you started out by paying for your investment homes with cash. Do you recommend that for other new real estate investors ?",finance
105,105,This man and Andrei Jikh are the realest investment YouTubers that I know! Thank you guys!! You are really helping the community!,finance
106,106,"I can’t wait for
How I bought an engagement ring for free and had a free wedding",finance
107,107,Very inspirational. Thank you for putting this out into the universe,finance
108,108,I read 31 M :/ guess I’ll have to wait until next year,finance
109,109,I swear i cant wait to see how much u invested as an Angel,finance
110,110,23:51 the teaser for his own Coffey brand.,finance
111,111,You’re always so dramatic in your thumbnails lol,finance
112,112,Really appreciate the content keep going! Also it will be awesome if you  interview Rick harrison from pawnstars :),finance
113,113,"“”What’s up you grams,it’s Guys here””
Love to see an episode with all your unsuccessful choices(stocks,real estate etc)
🙏🙏🙏",finance
114,114,"Should have changed the title, going from 6 to 13 mil in a year lmaoo",finance
115,115,"After I saw that episode on The Iced Coffee Hour with Nate O’Brien, I was expecting this video. Thank you Graham.",finance
116,116,"congratulations!, I believe that Graham's portfolio will double every year !!!  It is amazing!!!",finance
117,117,"% wise, has YT income been the highest earner?",finance
118,118,"I’ve learned to cut my own hair, cook my own food, taught myself how to invest",finance
119,119,"Recommendations how to avoid PMI when purchasing a home without paying 20%, by paying ahead? something like that?",finance
120,120,"Bro I love the overall look of the new place, super modern and I hope you go with the solid color wall you showed on insta!!!",finance
121,121,Thank you for sharing Graham.  The transparency is refreshing and it’s inspiring,finance
122,122,Hey watch guys! What watch hes wearing at this ?,finance
123,123,You sir are an inspiration ! I can imagine what your worth could be when you're 40 ! Keep this transparency!,finance
124,124,5 million to 13 million that’s crazy can’t wait to see how you did it! Who’s here before Graham is billionaire?,finance
125,125,That coffee looks so cool,finance
126,126,I have watched you from begining of your channel..your channel grew really fast.. Makes me very happy to see your growth. Congrats!!!!,finance
127,127,That bliep boathorn just gave me a flashback to spongebob squarepants! thanks GRAHAM!,finance
128,128,"Graham I am Opening a webull account rn as I watch this. Can you make your next intro.  ""What's up you Grahamers its webull here!""",finance
129,129,Would love to see a video on how you manage your properties in terms of repairs and other issues,finance
130,130,FOR THE ALGORITHM!,finance
131,131,"No way, i also own a property in San Bernardino!",finance
132,132,Inspiring and I love watching your channel. Thanks for being transparent.,finance
133,133,You have encouraged me a lot with following this channel . I appreciate it,finance
134,134,Imagine young Graham finding out he would be worth 13 million at 30 years old. GOALS!,finance
135,135,"As someone looking for an investor for my company, where are some good places to find investors that you would recommend?  What are your thoughts on crowed funding?",finance
136,136,Meanwhile figuring out how to pay off my credit card bill for the month😂 eventually I’ll get there,finance
137,137,"Great overview.
What is your actual debt/equity ratio on your real estates?",finance
138,138,Wow you are/were earnning 150-250 k a month just on YouTube!,finance
139,139,"Hey Grahm, asking for a friend, did you get a FUE procedure? If so it looks fantastic and would love to know where you got it.",finance
140,140,Dude your content was always amazing and now coffee🤙,finance
141,141,"amazing as allways, you are an  inspiration  man keep it up",finance
142,142,I genuinely appreciate your openness and honestly!! 🤜🤛,finance
143,143,Those Tick tock finance channels when pressed would be showing us their “44k investment portfolio”,finance
144,144,"Great video, yo!

I saved your Yotta link in my browser favorites.

I opted-in to your coffee list!

If ya don't mind sayin', will you have k-cups?",finance
145,145,"Graham, has he been hitting the gym?",finance
146,146,"I gave a like to this video because of the joke, and it make me laugh lol",finance
147,147,"Wow this is very insightful video, thank you!",finance
148,148,I drank 20 cents by saving my iced coffee,finance
149,149,Really great video Graham. Watched the whole thing and found it very informative. Thank you!,finance
150,150,Thanks for sharing this it was nice to get more insight!,finance
151,151,Graham comes on and I instantly want coffee.,finance
152,152,"Graham: ""I'm investing in my own brand of coffee!""

Peter McKinnon intensifies",finance
153,153,That’s amazing!,finance
154,154,Im curious to know where Graham lived from 2012-2016,finance
155,155,"after watching your videos even though I don't get everything you say, something I've realized is that to become wealthy it's more about how to save money than how to earn it... if that makes sense?",finance
156,156,"you're the greatest youtuber and the only on worth to watch, I wanna meet you IRL!!",finance
157,157,All that hustling over the years made you a baller today. Congrats on all your success much respect  for putting in the work 👍🤑,finance
158,158,bruh graham 😭 you'll have like 25M by next year wtfff,finance
159,159,"Nothing like knowing what u want  finding out how 2 get it,  learning through practice n building bigger n bigger.

Graham you are an inspiration",finance
160,160,How I turned my 20 cent iced coffee into 16 cent iced coffee with economies of scale making millions of coffee,finance
161,161,"I make huge profits on my investment since i started trading with mrs Mary Clinton , her trading strategies are top notch",finance
162,162,That coffee packaging is sick. Cant wait to join the 20 cent iced coffee gang!,finance
163,163,"Theses type videos are my favorite ones you make every year, very inspirational and looking forward to see the gains you make in nexts years video .. 20mill is on your horizon",finance
164,164,How much time do you spend each week managing these properties (unless you hired a property manager)?,finance
165,165,Can you do a video on how you did all your taxes during this time,finance
166,166,This makes me want to drop out of college lmao,finance
167,167,Okay now i know where i would be buying my coffee next year,finance
168,168,One of the most compelling and personal stories you've shared on this channel. Thanks!,finance
169,169,I would love to see you and Sebby do a collab.,finance
170,170,Can you make a video on how to find angel investors or how you found companies to angel invest in?,finance
171,171,And yet im here watching a guy explain for 30 mins his wealth and properties. 10/10 would watch again,finance
172,172,"Ok, so the message that I get from the whole video is that you are making YouTube videos from your garage 😂",finance
173,173,"So real estate investment good, YouTubing about how great you are at you specific skill is how you make your real money. Snore....",finance
174,174,"Work, save, invest. Thank you. lesson learnt.",finance
175,175,Videos like this are very motivational. I’m on my third week of the real estate courses for century 21 realty. Gonna get that license get my first closing.,finance
176,176,Ads popping up every 2 minutes are the reason I don’t come here too often. 😐,finance
177,177,make a video when you go over your stock portfolio!,finance
178,178,"From watching investment videos as a newbie,I was able to build a big income stream during this pandemic investing with a professional broker,Mrs Grace.",finance
179,179,This makes me feel bad about myself.,finance
180,180,Graham’s videos are the only ones on YouTube that I like IMMEDIATELY,finance
181,181,Every time i watch your vid i want to quit my job. This year i made 3x of my corporate salart with my part time side hustle started 2 years ago. Still i dont have the courage to quit my corporate america job.....,finance
182,182,,finance
